"PT","AU","TI","SO","AB","DI","PY"
" J"," Bravo, M. N.Feliciano, R.Silva, S.Coelho, A. V.Boas, L. VilasBronze, M. R."," Analysis of trans-resveratrol: Comparison of methods and contents inMuscatel fortified wines from Setubal region in Portugal"," JOURNAL OF FOOD COMPOSITION AND ANALYSIS"," Liquid chromatography and mass spectrometry conditions were developed inorder to identify trans-resveratrol in sweet fortified Muscatel winesfrom Setubal region (Portugal). Diode array, fluorescence andelectrochemical detectors were used for quantitation purposes. Thedetection and quantitation limits for each detection mode were: 0.02 and0.06 mg L-1 for UV-vis, 0.01 and 0.03 mg L-1 for fluorescence and 0.45and 1.35 mg L-1 for electrochemical. Repeatibility (n = 6) expressed asthe relative standard deviation of peak areas for a standard solution oftrans-resveratrol (1.75 mg L-1) was 0.5% for fluorescence and 1.5% forUV-vis and electrochemical detection modes. Samples collected at onerepresentative producer, during the winemaking process, were injectedwithout pre-treatment and the quantitation of trans-resveratrol wascarried out using fluorimetric detection. The trans-resveratrol contentdecreased slightly along the winemaking process and the concentrationsranged from 0.22 +/- 0.02 to 0.16 +/- 0.02 mg L-1.After maturation stages, trans-resveratrol contents in wines collectedat different producers were compared: values obtained range from 0.13+/- 0.02 to 0.38 +/- 0.03 mg L-1. The trans-resveratrol contents incommercially available wines from the same producers were lower. (c)2008 Elsevier Inc. All rights reserved."," 10.1016/j.jfca.2008.04.007"," 2008"
" J"," Shen Tu-ChaoHou Yi-ZhongFan Yun-ChangZhu Yan"," Determination of Arsenic by Atomic Fluorescence Spectrometry withBi-anode Electrochemical Hydride Generation"," CHINESE JOURNAL OF ANALYTICAL CHEMISTRY"," Determination of arsenic by atomic fluorescence spectrometry withbi-anode electrochemical hydride generation (BAECHG) was Investigated.This novel method reduced the use of chemical reagents and thus reducedenvironmental pollution because no chemical hydride generation procedurewas used. Under the same conditions, the hydride generation efficiencyof BAECHG was 99.0%-101.6% of that of chemical hydride generationmethod. Parameters and interference conditions were investigated. Underthe selected conditions, the linear range was 0-120 mu g/L for arsenic(As, injection volume: 100 mu L). The detection limit (signal to noiseratio of 3:1) was 0.64 mu g/L. The relative standard deviation (RSD)obtained by using standard Solution with 60 mu g/L of As was 2.0% (n =13). The proposed method was applied to analyze the reference soilsample (GBW07406), the result was consistent with the certified value.The spiked recoveries of piglet feed sample were 97.0%-103.0%. Highsensitivity and good repeatability are the advantages of this method.",NA," 2008"
" J"," Gaertner, A.Gessner, A.Balfanz, J.Jaeckel, U."," Performance characteristics for the measurement of microorganismssampled with the LANUV-emission impinger"," GEFAHRSTOFFE REINHALTUNG DER LUFT"," The Northrhine-Westphalian Agency for Nature, Environment and ConsumerProtection (LANUV NRW) has developed an impinger for the sampling ofmicroorganisms in flowing gases. For the assessment of the standarddeviation under repeatibility conditions 20 parallel measurements ofmoulds, bacteria and the total cell count were performed in the wasteair of a pig housing. The measurement uncertainty of the emissionmeasurement method was determined to be lower than 25 % for culturablemoulds and bacteria and about 40 % for the total cell count stained with4',6-diamidino-2-phenylindole (DAPI).",NA," 2008"
" J"," Garcia Pena, Caridad M.Romero Diaz, Jacqueline A.Munoz Cernada, AdrianaMartinez Espinosa, Vivian"," Validation of an Analytic Method for the Study of Aloe OintmentStability"," LATIN AMERICAN JOURNAL OF PHARMACY"," A spectrophotometric method was developed and validated for qualitycontrol of the of aloe ointment. In the validation were evaluated thefollowing parameters: specificity, linearity, accuracy and precisionexpressed in their two form repeatibility and intermediate precision.The developed method was selective, lineal, precise, robust and exact,in the range of the studied concentrations.",NA," 2008"
" B"," Cucu, CatalinCucos, AlexCorcoran, Peter"," Determining unique fingerprint features for biometric encoding of data"," 2008 DIGEST OF TECHNICAL PAPERS INTERNATIONAL CONFERENCE ON CONSUMERELECTRONICS"," A novel approach to determining unique fingerprint features with highrepeatibility is described. The techniques described are particularlysuitable for CE applications and devices employing inexpensivecapacitative fingerprint sensors. The extraction of robust seeds forgenerating repeatable encryption keys is discussed and some preliminaryapproaches are described.",NA," 2008"
" J"," Gizzi, L.Lenti, M.Felici, F.Filligoi, G."," Muscle fibers conduction velocity in cycling: a cross correlation-basedapplication for dynamic exercise"," 4th IET International Conference on Advances in Medical, Signal andInformation Processing, MEDSIP 2008"," The aim of this study was the repeatibility and reliability assessmentof a new cross correlation-based algorithm for the estimation of meanmuscle fibers conduction velocity in dynamic exercise. Myoelectricsignals were recorded with a 4 electrodes linear surface array from leftVastus Lateralis muscle of 18 cyclist subjects (age 26.2+3.5 years,weight 66.5+7.3 kg, height 1.75+0.06m) pedalling at 70 revolutions perminute on a cycloergometer during an incremental test. Conductionvelocity was estimated on one window centered around the signal's rootmean square peak for each cycle by means of cross correlation method.According to literature, a normalized value for cross correlationintegral ranging from 0.7 and 1 demonstrates the presence of the samephenomenon over two distinct acquisition points. In order to carry outthe measurements of conduction velocity from surface signals in dynamiccontractions, a special care must be observed in the positioning ofanalysis window. More strictly it's necessary to place the analysiswindow on the same portion of pedal cycle for each repetition of cyclinggesture. From our experiments, and in agreement with literature, wefound a substantial repeatability of root mean square peak position fromcycle to cycle. We estimated conduction velocity in -5250 pedal cyclesobtaining 93.4% cross correlation normalized values >.7 and a 0.2 m/sroot mean square error in estimation value.",NA," 2008"
" J"," Rollo, IanWilliams, ClydeNevill, Alan"," Repeatability of scores on a novel test of endurance running performance"," JOURNAL OF SPORTS SCIENCES"," The aim of the present study was to determine the repeatability of arunning endurance test using an automated treadmill system that requiresno manual input to control running speed. On three separate occasions, 7days apart, 10 experienced male endurance-trained runners (mean age 32years, s=10; [Vdot]O2peak 61mlkg-1min-1, s=7) completed a treadmill timetrial, in which they were instructed to run as far as possible in 60min.The treadmill was instrumented with an ultrasonic feedback-controlledradar modulator that spontaneously regulated treadmill belt speedcorresponding to the changing running speed of each runner. Estimatedrunning intensity was 70%[Vdot]O2peak (s=11) and the distance covered13.5km (s=2), with no difference in mean performances between trials.The coefficient of variation, estimated using analysis of variance, withparticipant and trial as main effects, was 1.4%. In summary, the use ofan automated treadmill system improved the repeatability of a 60-mintreadmill time trial compared with time trials in which speed iscontrolled manually. The present protocol is a reliable method ofassessing endurance performance in endurance-trained runners."," 10.1080/02640410802277452"," 2008"
" B"," Mullany, B.A."," Monte Carlo analysis of machine tool positional accuracy andrepeatability standards"," Transactions of the North American Manufacturing Research Institution ofSME 2008. NAMRC 36"," Different standard issuing organizations have published documentsoutlining measurement and analysis procedures to define the positionalaccuracy and repeatability of numerically controlled machine axes. Therelevant ISO standard is the ISO 230-2:2006 - Determination of accuracyand repeatability of positioning numerically controlled axes. Otherstandards addressing positional accuracy include the VDI/DQG 3441, ISO230-2:1988 and the JIS B 6330:1980. Key machine performance descriptorsas defined by the ISO 230-2:2006 include the machine's PositionalAccuracy, A, Repeatability, R, and Mean Reversal Value, B. Parameters inthe other standards that are numerically identical and conceptualsimilar to those defined in the ISO 230-2:2006 were identified. MonteCarlo analysis techniques were used to determine how the ratios betweenconceptually similar parameters varied under different conditions. TheMonte Carlo analysis reveals that the ratios between conceptuallysimilar parameters can vary up +or-42.6% and that caution should betaken when comparing parameters calculated from different standards.",NA," 2008"
" J"," Ertueruen, H. Elif KormaliYilmaz, MustafaKilic, Esma"," Construction of an anion-selective electrode: Dichromate-selectiveelectrode"," SENSORS AND ACTUATORS B-CHEMICAL"," The construction, performance and application of dichromate-selectivePVC membrane electrodes based on5,11,17,23-tetra-tert-butyl-25,27,-bis-(isoniazidylcarbonylmethoxy)-26,28-dihydroxycalix[4]arene are reported in this study. An optimum membranecomposition of 2% ionophore, 68.3 mol% plasticizer, 29.7 mol% PVC and 60mol% lipophilic additive with respect to the ionophere is found for theproposed electrodes. The influences of the plasticizer, polimer,lipophilic additives, pH of test solutions, internal filling solutionsand thickness of membrane on the potentiometric response of electrodesare investigated. The electrode exhibits linear response of thedichromate ions in the concentration range of 1.0 x 10(-1) to 1.0 x10(-7) M with 4.3 x 10(-8) M detection limit at pH 1.0. The slope of thecalibration curve is 41.5 +/- 0.2 mV/decade. The proposed electrodeshows good selectivity for dichromate ions in presence of some metalcations and anions. The electrode has a response time about 15-20 s andit can be used at least for 14 months with good reproducibility andrepeatibility. The redox titrations involving dichromate as a titrantare monitored with the sensor, and iron(II) in pharmaceuticalpreperations is determined. (c) 2007 Elsevier B.V. All rights reserved."," 10.1016/j.snb.2007.05.003"," 2007"
" J"," An-Ping DengHong Yang"," A multichannel electrochemical detector coupled with an ELISA microtiterplate for the immunoassay of 2,4-dichlorophenoxyacetic acid"," Sensors and Actuators B (Chemical)"," A multichannel electrochemical detector (MED) consisting of eight setsof electrodes held on an ELISA microtiter plate for immunoassay of aherbicide, 2,4-dichlorophenoxyacetic acid (2,4-D) was described. Theeight-channel electrodes were characterized in terms of repeatibility,homogeneity and stability. The direct competitive immunoassay format wasemployed for the determination of 2,4-D. Monoclonal antibody (mAb)against 2,4-D, alkaline phosphatase-2,4-D (ALP-2,4-D) and  p-aminophenylphosphate ( p-APP) were used as coating protein, enzyme labeledconjugate and substrate, respectively. The immuno-reaction and enzymaticreaction were carried out in an ELISA microtiter plate. The p-aminophenol ( p-AP) produced was amperometrically detected by thepre-equilibrated eight-channel electrodes in another plate. The currentresponses measured were inversely proportional to the 2,4-Dconcentration. Under optimal conditions, the standard calibration curvewas constructed in the dynamic range of 0.1-330ng/ml and the detectionlimit of 0.072ng/ml was achieved. The recoveries of 2,4-D in tap watersamples spiked at the concentration of 0.1, 1.0, 10 and 100ng/ml werefound within 89.0-116.0%, and the relative standard derivation (R.S.D.)values of the intra-assay and inter-assay were less than 20%. Theadvantages of the presented multichannel electrochemical detectorcoupled with an ELISA plate for immunoassay were those with highstability and throughput, low detection limit, the ability of beingrepeatedly used and no need for regeneration. [All rights reservedElsevier]. "," 10.1016/j.snb.2006.12.023"," 2007"
